Q177,Q178,Q179,Q180,Q181,Q182,Q183,Q184,Q185,Q186,Q187,Q188,Q189,Q190,Q191,Q192,Q193,Q194,Q195,COUNTRY
8,7,1,2,2,3,1,1,1,5,1,4,1,2,3,1,2,1,1,BOL
4,10,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,BOL
8,2,1,2,1,1,1,1,1,2,1,1,1,4,1,1,1,2,6,BOL
10,5,1,2,1,1,5,1,5,2,1,1,1,1,1,1,5,1,1,BOL
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BOL
8,2,1,1,1,7,5,3,3,7,1,8,1,1,1,1,2,2,2,BOL
6,1,1,1,1,10,3,1,8,9,1,4,1,7,1,1,8,1,10,BOL
10,9,1,1,1,7,1,1,7,5,1,5,1,1,1,1,1,1,1,BOL
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BOL
3,4,1,3,1,3,1,1,1,3,1,1,1,4,1,4,1,1,2,BOL
5,4,2,1,1,10,1,1,3,2,1,1,1,1,1,1,1,1,1,BOL
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BOL
10,9,1,6,3,6,6,3,4,6,3,7,8,9,7,1,9,1,1,BOL
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,BOL
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,BOL
2,2,1,2,1,2,2,2,6,6,2,2,2,2,2,2,6,2,2,BOL
4,4,4,4,3,5,5,3,6,5,4,6,2,5,5,4,4,3,3,BOL
10,1,1,1,1,1,1,1,1,10,1,10,1,1,1,1,1,1,10,BOL
10,10,10,10,9,9,9,9,10,10,3,5,5,6,3,6,5,7,10,BOL
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BOL
6,6,2,5,4,6,5,2,4,4,2,1,1,1,1,1,4,1,3,BOL
6,6,5,5,6,6,6,5,8,6,6,6,7,7,6,5,5,6,5,BOL
1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,BOL
9,2,1,1,2,2,2,1,2,2,2,4,2,2,2,3,3,2,2,BOL
10,10,1,1,1,10,3,3,6,3,1,4,1,1,3,8,1,1,10,BOL
9,5,3,2,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,BOL
8,1,1,2,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,BOL
5,7,4,7,8,7,3,3,4,6,2,6,6,4,3,6,7,8,3,BOL
2,7,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,BOL
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BOL
9,8,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,8,BOL
5,4,1,1,2,3,1,1,2,2,1,1,2,5,3,2,3,2,5,BOL
8,4,1,1,1,6,6,2,5,5,1,1,1,1,1,1,1,2,1,BOL
4,5,1,1,1,5,4,1,8,5,1,1,1,1,1,2,3,1,1,BOL
10,1,1,1,1,5,5,5,5,5,1,10,1,1,1,1,1,1,1,BOL
5,5,1,1,1,1,1,1,1,1,1,1,1,5,4,3,1,1,1,BOL
7,4,1,1,1,10,1,1,5,5,5,5,1,1,1,1,5,1,5,BOL
10,10,1,1,2,10,10,2,5,3,1,2,2,4,3,1,3,1,1,BOL
8,2,1,1,1,5,5,1,8,7,1,1,1,1,1,1,1,1,10,BOL
4,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BOL
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BOL
7,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,BOL
2,2,2,2,2,9,7,5,5,6,1,9,1,1,1,1,8,2,8,BOL
2,2,2,2,2,2,2,1,2,6,1,2,1,1,3,3,1,1,2,BOL
6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BOL
1,5,1,5,1,5,5,5,5,10,1,5,1,1,1,1,5,1,8,BOL
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BOL
2,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,BOL
2,2,1,4,3,5,5,3,6,7,1,3,1,5,5,1,5,3,7,BOL
1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,BOL
5,2,1,1,1,1,2,1,1,1,1,1,2,1,5,5,1,5,5,BOL
9,8,1,1,1,6,4,2,4,2,1,1,1,1,1,1,1,1,1,BOL
2,7,1,2,3,9,7,8,9,8,2,2,1,1,2,1,2,1,2,BOL
5,8,3,5,5,7,8,8,9,5,3,5,3,9,3,3,8,3,8,BOL
2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,BOL
10,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,BOL
4,1,1,2,2,2,2,1,7,6,1,1,1,2,1,1,5,1,1,BOL
6,1,1,1,1,8,5,1,5,8,3,7,1,4,5,7,6,1,8,BOL
10,3,1,7,1,2,1,1,8,2,1,1,1,1,1,1,1,1,1,BOL
1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,3,2,BOL
3,2,1,7,3,2,4,7,8,3,1,4,1,6,5,7,3,5,8,BOL
10,10,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,BOL
10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BOL
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BOL
4,2,1,1,1,5,3,1,1,4,1,1,1,1,1,1,1,1,1,BOL
8,7,1,5,7,6,2,1,2,3,1,2,1,1,1,1,1,1,2,BOL
2,2,1,2,1,1,6,6,6,6,1,1,1,1,1,1,3,1,5,BOL
7,7,1,1,1,7,5,2,3,5,2,2,6,5,5,1,1,1,1,BOL
7,8,3,9,1,4,5,1,6,4,2,3,1,6,5,3,2,1,6,BOL
7,9,1,1,1,3,2,1,1,1,1,1,1,2,1,1,1,1,1,BOL
3,7,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,6,BOL
10,1,1,1,1,10,1,1,10,10,1,1,1,1,1,1,1,1,1,BOL
4,10,1,1,1,2,2,2,6,6,1,1,2,1,1,1,2,1,2,BOL
5,1,1,3,1,6,5,1,8,5,1,1,1,4,1,1,4,1,1,BOL
1,6,1,1,1,8,5,6,1,1,10,1,1,5,1,1,1,1,5,BOL
2,1,1,1,2,2,1,1,4,3,1,2,1,3,1,1,1,1,2,BOL
4,3,2,2,1,1,1,1,1,5,1,2,2,2,3,1,1,1,6,BOL
10,10,6,6,4,5,4,6,6,6,5,7,3,3,3,5,5,5,5,BOL
2,1,1,2,1,1,10,5,8,5,1,1,1,1,1,1,1,1,1,BOL
7,7,1,5,4,3,3,2,4,2,2,2,1,1,1,3,3,3,4,BOL
5,1,1,1,1,6,6,5,8,5,5,5,1,5,5,1,5,1,6,BOL
2,2,2,9,2,6,6,7,8,8,2,9,2,2,2,2,7,2,5,BOL
10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,BOL
7,2,1,4,1,1,2,2,2,4,7,4,7,7,4,1,4,5,5,BOL
1,1,1,1,1,5,1,1,10,6,1,5,1,1,1,1,1,1,5,BOL
1,1,1,1,1,7,2,2,3,2,1,4,1,1,1,1,4,1,3,BOL
1,1,1,1,1,1,1,1,5,1,1,1,1,7,5,1,1,1,8,BOL
6,6,1,1,2,1,1,1,1,1,1,1,1,4,1,2,3,1,1,BOL
3,3,1,1,2,1,1,1,1,2,2,2,3,2,2,2,2,2,2,BOL
8,9,1,1,1,1,1,1,5,1,1,3,1,1,1,1,1,1,1,BOL
8,9,8,8,3,2,2,1,1,1,1,9,1,1,1,1,1,2,1,BOL
6,1,1,1,1,1,1,6,8,7,1,8,1,7,1,1,1,1,7,BOL
7,9,1,2,2,1,1,1,2,7,2,2,2,2,4,4,2,2,3,BOL
7,7,1,1,1,8,1,1,5,10,1,1,1,1,1,1,4,1,1,BOL
7,2,1,2,1,5,6,8,9,10,6,10,1,5,1,3,7,4,7,BOL
7,5,1,1,1,2,1,1,6,1,2,5,1,9,1,4,4,1,10,BOL
7,5,3,5,4,1,1,7,5,6,5,5,3,4,4,3,5,3,5,BOL
8,1,1,2,1,5,6,1,6,6,1,3,1,4,1,1,1,1,4,BOL
1,1,1,1,1,10,1,1,8,8,1,3,1,5,3,1,1,1,10,BOL
1,1,1,1,1,5,1,1,5,1,1,10,1,5,5,1,1,1,1,BOL
2,7,1,1,3,5,5,1,6,7,1,1,1,4,1,1,4,1,7,BOL
4,7,1,2,1,7,3,4,10,8,1,8,1,2,1,1,8,8,9,BOL
10,1,1,1,2,5,5,1,6,3,1,1,1,2,1,1,6,1,1,BOL
1,6,1,1,1,1,1,1,1,5,1,1,1,5,5,1,1,1,1,BOL
3,1,1,1,1,5,5,1,8,1,1,1,1,5,1,1,1,1,1,BOL
7,6,4,4,1,4,4,1,4,1,1,1,1,1,1,1,1,1,1,BOL
7,2,2,3,5,2,1,1,1,3,2,1,2,3,2,1,2,2,1,BOL
1,4,1,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,6,BOL
6,3,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,BOL
4,10,3,3,2,5,5,1,6,4,3,5,1,2,1,1,3,1,3,BOL
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,BOL
6,5,2,8,3,4,3,3,5,5,5,5,2,1,1,1,1,1,1,BOL
6,2,1,3,2,2,2,1,10,8,6,4,2,1,2,1,4,2,8,BOL
8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BOL
4,4,10,10,10,8,10,10,4,8,5,5,5,4,4,4,8,4,8,BOL
5,1,1,4,2,6,5,1,8,5,1,1,1,4,1,1,3,1,1,BOL
5,1,1,1,1,10,1,1,1,10,1,10,1,1,1,1,6,1,1,BOL
2,6,1,2,1,8,8,5,6,6,5,4,1,2,1,4,6,1,9,BOL
5,1,1,1,1,5,1,5,5,1,5,1,1,2,1,1,1,1,1,BOL
6,7,1,2,1,6,2,2,4,5,2,2,1,9,1,1,4,1,5,BOL
5,7,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,4,BOL
10,7,1,1,1,1,5,1,1,6,6,10,1,1,1,1,1,1,10,BOL
8,1,1,1,1,2,1,1,1,3,2,1,1,1,1,1,1,1,1,BOL
7,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,BOL
3,2,1,1,2,5,2,6,6,6,2,3,1,1,2,3,5,6,2,BOL
4,5,1,1,1,4,1,1,3,4,1,1,1,1,1,1,1,2,2,BOL
4,1,1,1,1,2,4,1,1,5,1,1,1,3,2,4,1,1,1,BOL
5,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,5,BOL
1,1,1,1,1,1,1,1,2,2,1,5,1,1,1,1,1,1,1,BOL
8,5,3,8,6,1,3,1,8,1,1,1,1,2,4,1,1,1,1,BOL
3,3,2,5,2,2,1,1,6,3,1,1,1,4,2,2,2,3,5,BOL
7,8,1,1,1,2,6,2,5,8,3,3,1,2,1,1,4,3,3,BOL
7,9,1,1,9,5,7,1,1,1,2,2,4,6,10,10,3,2,4,BOL
10,10,6,6,6,10,10,6,6,5,6,6,10,10,9,6,10,1,1,BOL
5,1,2,1,1,1,1,1,1,5,1,1,1,4,1,1,2,1,2,BOL
4,8,4,3,3,2,2,3,5,6,7,7,8,5,4,3,2,3,2,BOL
3,3,1,2,3,1,1,2,2,2,2,2,2,2,2,2,2,1,3,BOL
5,10,1,1,1,5,10,10,7,8,9,10,5,5,7,1,8,6,5,BOL
10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BOL
8,3,1,4,7,3,3,3,7,7,1,2,2,2,2,4,2,2,5,BOL
6,10,1,1,1,1,1,1,1,4,1,10,1,1,1,1,4,1,1,BOL
9,2,2,2,2,2,6,2,9,2,2,2,2,2,2,2,2,9,2,BOL
1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,BOL
1,1,1,1,1,7,1,1,6,1,1,1,1,1,1,1,1,1,1,BOL
9,1,1,1,1,5,5,6,7,5,1,8,4,1,3,1,5,3,9,BOL
1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,BOL
8,8,2,5,4,2,2,2,4,4,2,2,2,2,2,2,3,2,2,BOL
6,2,1,1,2,1,1,1,2,1,1,1,2,2,2,1,1,1,1,BOL
3,10,1,3,7,5,3,8,8,7,8,8,10,9,9,5,9,7,8,BOL
6,4,1,1,1,4,1,1,3,3,1,2,1,1,1,1,1,1,1,BOL
2,4,1,4,5,1,1,1,1,4,1,1,2,2,2,4,2,1,1,BOL
8,4,1,2,1,9,9,5,4,1,1,9,1,3,1,3,2,7,1,BOL
6,5,2,2,4,3,3,3,4,4,2,2,2,4,4,5,2,4,2,BOL
4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,BOL
6,6,5,5,5,6,8,6,8,9,4,6,3,5,4,1,6,1,3,BOL
7,4,3,8,4,10,4,5,6,4,6,10,1,1,3,1,4,3,9,BOL
5,5,1,4,3,1,1,2,2,3,3,1,1,3,1,5,2,1,1,BOL
8,7,5,9,9,7,7,6,5,7,8,5,4,7,4,4,5,7,8,BOL
8,9,1,4,5,5,2,2,2,2,2,2,1,1,1,4,1,1,1,BOL
10,10,1,1,1,9,5,10,10,10,1,1,2,6,8,10,5,8,1,BOL
3,1,1,1,5,1,1,1,9,7,1,9,3,3,2,1,2,2,6,BOL
3,1,1,1,1,1,1,1,6,1,1,1,1,5,1,5,5,5,1,BOL
10,10,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,BOL
10,10,1,1,1,7,10,1,1,1,1,1,1,1,1,1,1,1,1,BOL
10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BOL
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BOL
6,6,1,1,1,5,5,5,5,5,1,1,1,2,1,1,1,1,1,BOL
1,5,1,5,8,1,1,1,8,5,8,1,1,1,1,1,1,1,8,BOL
1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BOL
1,1,1,2,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,BOL
6,10,1,1,5,4,1,1,5,1,1,1,1,1,1,1,1,1,6,BOL
7,8,2,5,7,3,2,2,2,2,1,2,2,3,3,2,3,2,4,BOL
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,BOL
2,1,1,1,1,1,10,7,10,10,1,8,2,3,10,1,10,1,6,BOL
1,1,1,1,1,10,1,5,10,10,1,10,1,5,4,1,1,1,10,BOL
1,10,1,1,1,1,10,1,1,1,1,10,1,1,1,1,1,1,10,BOL
3,5,1,1,1,6,1,6,7,7,1,1,1,5,1,1,4,1,1,BOL
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BOL
2,9,2,9,8,8,2,2,2,3,2,3,2,2,2,2,2,2,3,BOL
8,8,1,1,3,7,3,1,1,5,1,1,1,6,1,1,6,1,7,BOL
10,8,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,BOL
10,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,BOL
5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,BOL
9,3,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,BOL
10,10,1,1,1,10,1,1,10,10,1,1,1,1,1,1,10,1,1,BOL
8,10,1,5,1,5,1,1,5,1,1,1,1,1,1,1,1,1,1,BOL
1,1,2,1,1,4,2,1,2,2,2,10,1,1,1,4,4,3,4,BOL
9,9,5,2,2,2,2,8,8,1,2,2,2,2,2,2,2,2,2,BOL
7,5,1,1,1,7,1,1,8,9,2,3,1,1,1,1,2,1,1,BOL
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,BOL
5,5,1,5,5,5,5,5,5,5,5,5,5,5,7,7,5,5,5,BOL
8,10,10,1,8,8,10,7,9,7,4,6,4,6,8,9,2,5,1,BOL
10,1,1,10,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,BOL
6,7,1,1,7,5,1,1,4,4,1,6,1,1,1,1,1,1,1,BOL
10,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BOL
5,2,2,2,1,6,1,1,6,3,1,1,1,1,1,1,2,1,5,BOL
8,2,2,2,2,8,5,2,2,2,2,2,2,2,2,2,2,2,2,BOL
8,8,1,1,1,6,8,6,6,6,8,8,1,1,2,2,3,1,1,BOL
9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,BOL
5,1,1,1,1,1,5,5,5,5,1,8,1,1,1,1,1,1,5,BOL
1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,BOL
5,4,1,1,1,2,1,1,1,1,1,1,1,2,1,4,5,1,1,BOL
7,7,6,6,7,6,6,6,6,6,6,6,6,6,6,7,6,6,6,BOL
7,6,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,5,2,BOL
1,7,1,1,1,5,1,1,5,6,1,1,1,1,1,1,1,5,1,BOL
9,8,1,1,1,9,10,1,8,8,9,8,1,1,1,1,1,1,10,BOL
2,2,1,1,1,7,5,1,5,8,3,1,1,1,3,1,1,1,5,BOL
6,7,3,5,6,4,3,3,3,4,4,3,4,4,3,3,4,4,5,BOL
1,4,1,3,6,5,3,2,3,4,2,1,6,7,5,3,5,3,8,BOL
8,7,2,5,5,10,6,9,4,2,10,9,3,3,2,5,1,5,8,BOL
10,9,2,1,3,4,6,5,7,8,9,5,3,2,1,7,9,8,7,BOL
2,2,1,2,1,7,2,2,10,3,1,6,1,1,1,1,1,1,10,BOL
1,1,2,1,2,1,2,3,6,4,1,1,1,4,1,2,1,1,1,BOL
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BOL
1,5,1,1,3,10,10,2,2,2,4,4,1,1,2,2,2,1,1,BOL
1,1,1,1,1,7,5,1,7,6,5,8,1,3,1,1,1,1,5,BOL
1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,5,BOL
1,1,1,1,1,4,2,1,5,5,1,1,1,1,1,1,5,1,5,BOL
3,3,1,1,1,1,5,2,2,2,2,8,2,1,1,1,6,1,1,BOL
7,2,1,1,1,3,2,1,2,4,1,1,1,1,1,1,1,2,1,BOL
1,1,1,1,1,1,1,1,5,1,1,5,1,1,1,1,1,1,1,BOL
10,8,1,1,1,1,1,1,5,5,1,1,1,1,1,1,5,1,1,BOL
4,1,1,2,1,2,1,1,5,1,1,1,1,2,1,2,2,1,2,BOL
3,3,1,4,3,1,3,1,3,4,1,1,1,5,1,1,4,4,8,BOL
1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,BOL
7,9,1,1,1,1,1,1,1,4,1,1,2,1,1,1,5,5,1,BOL
5,6,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,BOL
2,2,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,BOL
3,4,1,2,2,5,2,4,3,2,1,3,2,1,1,2,1,2,1,BOL
1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,7,BOL
4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,BOL
6,4,6,5,2,1,1,1,1,6,1,1,1,1,1,1,1,1,6,BOL
3,3,1,1,3,2,1,1,2,2,1,1,4,1,3,1,4,1,1,BOL
7,1,5,1,1,1,5,1,1,5,1,5,1,1,5,1,5,1,8,BOL
6,7,3,4,5,6,5,5,4,5,8,7,4,4,4,6,5,7,7,BOL
5,5,6,7,3,3,4,2,5,5,3,3,2,2,4,4,3,2,5,BOL
5,5,5,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,BOL
4,7,1,1,1,1,1,1,4,5,2,1,1,2,1,1,5,1,5,BOL
9,1,1,1,1,1,1,1,1,5,1,1,1,6,1,1,6,1,8,BOL
7,5,1,1,2,2,2,1,3,5,4,4,2,2,1,3,3,4,3,BOL
1,1,1,1,5,1,1,1,5,3,1,1,1,5,5,1,3,1,1,BOL
4,7,1,1,1,1,1,1,6,3,1,1,1,3,1,1,3,1,1,BOL
7,5,1,1,1,1,4,1,5,1,1,5,1,1,1,5,4,5,1,BOL
4,1,1,1,1,1,1,1,2,5,1,5,1,1,1,1,5,1,10,BOL
9,9,1,1,1,3,3,9,5,8,10,10,10,10,10,10,10,10,10,BOL
10,1,1,1,1,2,5,5,5,5,1,5,1,1,1,1,1,1,5,BOL
1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,BOL
1,1,1,1,1,1,4,2,5,3,2,2,3,3,3,1,1,3,3,BOL
8,6,1,2,2,4,3,1,5,3,1,1,1,2,1,1,1,1,1,BOL
9,10,5,10,8,10,10,8,6,5,8,5,2,5,9,8,5,4,3,BOL
1,10,1,1,1,1,1,1,1,2,1,1,10,2,2,1,1,1,1,BOL
8,9,6,8,5,4,6,8,7,9,5,3,5,5,6,7,4,7,3,BOL
4,5,1,1,1,3,3,2,2,2,1,8,1,5,3,1,1,1,5,BOL
4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,BOL
7,5,3,2,1,1,1,1,2,5,1,4,1,1,2,2,2,2,2,BOL
8,4,1,3,1,1,3,1,3,3,1,3,1,3,3,1,3,2,3,BOL
1,1,1,1,1,5,4,1,1,1,1,10,1,1,1,1,5,1,1,BOL
5,5,1,1,1,1,2,1,1,1,1,8,1,1,2,1,3,1,3,BOL
10,10,1,1,1,1,1,1,10,10,1,1,1,1,1,1,10,1,1,BOL
3,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BOL
8,8,1,1,1,5,3,2,8,9,2,2,1,1,1,1,8,1,5,BOL
1,1,1,1,1,1,1,1,5,1,1,1,1,4,1,1,1,1,1,BOL
1,1,1,1,1,1,4,1,7,5,1,1,1,1,1,1,2,1,1,BOL
5,4,1,1,3,9,6,5,10,8,7,1,8,3,4,6,3,5,1,BOL
8,4,1,1,1,1,1,1,3,6,1,1,1,1,1,1,5,1,1,BOL
3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,BOL
4,8,4,4,4,6,6,4,6,4,2,4,6,6,6,4,2,1,1,BOL
9,9,2,2,2,1,1,1,2,9,2,2,2,2,2,2,2,2,9,BOL
1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,BOL
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BOL
5,5,1,5,5,5,1,1,1,1,1,1,1,1,1,1,4,4,4,BOL
2,2,2,2,2,6,2,2,6,10,2,8,2,2,2,2,1,2,8,BOL
1,1,1,1,1,1,1,5,5,1,5,1,1,1,5,1,1,1,5,BOL
8,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BOL
8,5,8,1,5,1,1,1,3,5,1,1,1,1,1,1,1,1,1,BOL
4,6,1,1,1,1,1,1,5,5,1,1,1,4,7,5,5,1,1,BOL
1,1,1,1,1,1,10,1,10,10,10,10,1,1,1,1,1,1,1,BOL
10,7,1,1,1,1,1,1,1,2,1,2,1,3,1,1,1,2,2,BOL
7,6,1,1,1,6,1,1,5,1,1,1,1,1,1,1,1,1,1,BOL
5,10,1,1,1,1,1,1,1,1,1,10,1,1,1,1,5,1,5,BOL
5,7,3,3,2,4,1,1,1,2,1,1,1,1,1,2,3,3,4,BOL
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BOL
5,4,3,1,2,5,6,6,4,2,1,1,1,5,1,1,4,1,1,BOL
1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,1,1,1,1,BOL
4,4,1,1,3,5,7,1,5,5,5,4,1,1,1,1,3,3,5,BOL
1,2,1,1,1,10,6,1,6,6,1,6,1,4,4,1,5,1,10,BOL
4,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,BOL
4,7,1,1,1,3,2,1,8,5,8,6,2,5,4,4,6,2,7,BOL
4,5,1,2,1,3,1,1,7,1,1,1,1,1,2,2,3,1,2,BOL
2,1,1,1,1,1,1,1,6,6,1,10,1,4,3,4,1,1,5,BOL
6,10,1,1,1,1,1,1,10,5,1,1,1,4,1,1,10,5,2,BOL
4,2,1,1,2,4,7,1,6,3,1,1,1,2,2,1,3,1,1,BOL
3,2,2,4,5,5,1,1,2,5,1,1,2,3,3,1,6,4,1,BOL
1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,1,1,1,BOL
3,5,6,6,2,6,7,9,9,4,5,7,2,2,2,2,9,5,6,BOL
1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BOL
6,9,1,6,5,1,4,2,2,4,5,5,4,1,4,5,4,3,5,BOL
5,9,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,BOL
10,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,BOL
8,8,1,4,1,1,1,4,5,2,4,6,3,4,4,5,5,8,1,BOL
2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,BOL
7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BOL
2,2,2,1,1,1,2,1,2,6,1,1,2,1,1,2,5,1,1,BOL
10,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,BOL
6,6,1,1,1,4,1,2,2,2,1,6,9,9,9,2,1,7,7,BOL
8,2,1,3,3,10,10,10,10,10,10,10,1,1,1,2,3,1,10,BOL
10,8,1,1,1,1,1,1,5,5,2,5,1,1,1,1,1,1,1,BOL
1,1,1,1,1,10,10,5,9,1,1,1,1,1,1,1,1,1,1,BOL
7,1,1,1,1,1,1,1,1,10,1,10,1,1,1,1,1,1,1,BOL
1,2,1,3,1,5,5,5,5,5,5,5,3,3,1,1,1,1,1,BOL
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BOL
8,3,1,4,1,5,1,1,1,1,1,1,1,1,1,1,1,1,3,BOL
3,4,3,3,1,1,1,1,1,2,2,2,1,2,3,1,3,2,2,BOL
1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,8,BOL
5,5,1,1,1,5,5,1,1,5,1,5,1,1,1,1,1,1,1,BOL
5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BOL
3,1,1,1,2,5,4,5,6,6,5,5,1,4,1,2,5,2,2,BOL
2,5,3,4,4,5,4,3,5,5,3,2,3,4,5,4,4,2,1,BOL
1,9,1,3,3,5,3,8,8,5,1,1,1,1,1,2,3,1,7,BOL
10,7,1,1,1,1,3,1,5,7,1,4,1,6,1,1,6,1,4,BOL
1,5,1,1,5,6,2,4,3,5,1,4,1,5,1,1,3,1,1,BOL
5,5,1,1,1,5,5,1,1,1,1,1,1,5,1,5,1,1,5,BOL
4,2,1,1,1,3,1,1,3,4,1,1,1,1,1,1,4,1,1,BOL
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BOL
3,2,3,2,2,1,2,3,4,3,5,5,3,2,3,3,4,1,3,BOL
1,1,1,1,1,7,1,1,7,7,1,1,1,7,1,1,1,1,1,BOL
2,1,1,1,1,1,1,1,5,5,1,5,1,1,3,1,1,1,5,BOL
1,1,1,1,1,5,3,1,5,8,1,5,1,1,3,1,1,5,5,BOL
1,1,1,1,1,6,4,1,6,6,1,1,1,1,1,1,1,1,1,BOL
4,5,1,4,2,1,5,1,6,5,2,2,2,2,4,3,2,1,2,BOL
3,3,1,2,2,2,5,2,3,3,3,1,1,2,2,2,3,3,3,BOL
