Q177,Q178,Q179,Q180,Q181,Q182,Q183,Q184,Q185,Q186,Q187,Q188,Q189,Q190,Q191,Q192,Q193,Q194,Q195,COUNTRY
1,1,1,1,1,10,1,1,5,10,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,10,10,10,10,10,10,10,1,5,3,1,9,1,1,PRI
1,1,1,1,1,10,10,10,10,10,1,1,1,5,1,1,10,1,10,PRI
1,1,1,1,1,10,1,1,10,1,1,1,1,1,1,1,1,1,1,PRI
1,4,1,1,1,10,10,10,10,10,10,10,1,1,1,1,10,1,10,PRI
1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,10,1,1,1,1,1,1,1,1,10,10,10,10,1,PRI
6,3,2,5,5,5,3,3,4,2,5,2,5,3,6,6,2,4,2,PRI
9,7,5,7,3,8,5,8,6,4,8,3,5,2,5,1,7,7,6,PRI
5,4,6,4,6,4,5,4,4,5,4,6,4,6,4,6,3,5,4,PRI
5,4,6,5,7,4,6,4,3,4,2,4,2,4,3,5,4,6,4,PRI
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,5,1,6,1,6,6,4,1,5,1,1,1,1,1,1,1,PRI
1,1,1,1,1,8,1,1,1,1,1,8,1,4,1,1,1,1,6,PRI
6,1,1,1,1,10,1,1,6,6,1,1,1,1,1,1,6,1,1,PRI
1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,PRI
1,3,1,1,5,10,6,1,10,5,1,6,1,1,1,1,1,1,6,PRI
1,1,1,1,1,10,10,10,10,10,6,1,1,10,6,1,10,1,10,PRI
1,1,1,1,1,10,10,10,5,10,1,1,1,1,1,1,10,1,1,PRI
1,1,1,1,1,10,1,1,10,6,1,5,1,4,1,1,1,1,1,PRI
10,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,10,1,1,PRI
1,1,1,1,1,1,1,1,10,4,1,10,1,1,1,1,1,1,1,PRI
1,1,1,1,1,10,1,1,10,1,1,1,1,1,1,1,1,1,1,PRI
6,7,10,10,1,10,1,1,1,3,5,6,4,7,4,8,5,7,6,PRI
1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,PRI
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,PRI
1,1,1,1,1,1,1,1,5,3,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,3,7,7,1,5,1,1,1,1,1,1,5,1,1,PRI
1,1,1,5,10,10,5,5,10,10,1,5,5,5,5,1,5,10,5,PRI
1,1,1,1,1,10,5,1,10,6,6,6,1,6,1,1,6,1,6,PRI
1,1,1,5,1,10,10,1,6,10,1,1,1,6,1,1,10,1,6,PRI
5,5,10,10,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,PRI
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,1,1,1,1,PRI
1,1,2,1,1,3,1,1,2,1,1,1,1,2,1,1,1,1,1,PRI
1,1,1,1,1,10,1,1,2,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,10,1,1,5,5,1,10,1,5,1,1,5,1,5,PRI
1,1,1,1,1,1,1,1,6,5,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,10,10,1,10,10,1,1,1,1,1,1,10,1,1,PRI
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
1,10,1,1,1,10,10,1,10,10,1,10,1,10,1,1,10,1,10,PRI
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,5,1,1,5,1,1,1,1,1,1,1,1,1,5,PRI
1,1,1,1,1,5,1,1,5,5,1,1,1,4,1,1,1,1,1,PRI
1,1,1,1,1,10,5,1,6,6,1,6,1,5,5,1,5,5,5,PRI
1,1,1,1,1,6,6,1,6,1,1,1,1,1,1,1,6,1,1,PRI
1,1,1,5,4,6,3,3,10,10,1,10,1,1,1,1,10,6,9,PRI
2,2,1,1,1,4,1,2,4,6,1,1,1,3,1,1,1,1,3,PRI
1,1,1,1,1,5,1,5,1,1,1,5,1,1,1,1,5,1,7,PRI
2,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,1,PRI
5,1,1,1,1,5,1,5,5,1,1,1,1,1,1,1,10,1,1,PRI
1,1,1,1,1,5,1,1,6,10,1,6,1,1,1,1,1,1,1,PRI
1,1,1,6,6,10,6,9,10,7,6,6,1,2,1,1,5,1,4,PRI
3,7,1,1,1,7,1,1,2,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,2,1,10,3,10,10,10,2,4,1,4,1,1,2,1,4,PRI
1,1,1,1,1,5,1,3,5,5,3,1,1,6,1,1,1,1,1,PRI
1,1,1,1,1,10,1,1,10,1,1,10,1,1,1,1,10,1,10,PRI
1,1,1,1,1,6,1,1,6,10,1,10,1,1,1,1,1,1,10,PRI
1,1,2,1,1,7,1,2,2,2,1,1,1,2,1,1,1,1,2,PRI
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,6,1,1,6,7,1,7,1,1,1,2,8,1,1,PRI
5,1,1,6,1,10,7,10,10,10,5,4,1,1,1,1,10,1,5,PRI
5,5,1,5,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,PRI
1,1,1,1,1,6,6,6,6,6,1,6,1,1,1,1,10,1,6,PRI
1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,1,1,1,10,1,1,1,1,5,1,1,1,1,1,PRI
1,1,1,1,1,1,1,3,5,10,1,1,1,1,1,1,10,1,1,PRI
1,1,1,1,1,5,1,1,10,10,1,1,1,1,1,1,10,1,1,PRI
1,1,1,1,1,5,1,1,10,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,5,5,1,10,10,1,1,1,1,1,1,10,1,3,PRI
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,7,7,5,10,10,1,5,1,1,1,1,10,1,5,PRI
1,1,1,1,1,3,1,1,10,10,1,5,1,1,1,1,10,1,3,PRI
1,1,1,1,1,3,1,1,5,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,10,10,5,10,10,1,10,1,1,1,1,10,1,10,PRI
1,1,1,1,1,10,7,1,10,7,1,1,1,1,1,1,10,1,4,PRI
1,1,1,1,1,7,3,1,7,7,1,1,1,1,1,1,7,1,1,PRI
1,1,1,1,1,10,10,10,10,10,1,10,1,1,1,1,10,1,10,PRI
1,1,1,1,1,1,1,1,10,10,1,5,1,5,1,1,10,1,10,PRI
1,1,1,1,1,10,10,1,10,10,1,5,1,1,1,1,10,1,10,PRI
1,1,1,1,1,10,5,5,10,10,1,10,1,1,1,1,10,1,10,PRI
1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,5,1,1,10,10,1,10,1,1,1,1,10,1,1,PRI
1,1,1,1,1,5,5,1,10,10,1,1,1,1,1,1,10,1,5,PRI
1,1,1,1,1,3,3,1,10,10,1,1,1,1,1,1,10,1,3,PRI
1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,5,1,1,9,7,1,1,1,2,1,1,1,1,1,PRI
1,1,1,1,1,1,1,1,10,10,1,1,1,1,1,1,10,1,1,PRI
1,1,1,1,1,1,1,1,10,10,1,1,1,5,1,1,10,1,10,PRI
1,1,1,5,1,10,5,2,9,10,1,3,10,4,10,4,4,10,1,PRI
1,1,1,1,1,7,7,5,10,10,1,1,1,1,1,1,10,5,5,PRI
1,1,1,1,1,10,5,5,10,10,1,1,1,1,1,1,10,1,10,PRI
1,1,1,1,1,5,5,1,10,10,1,1,1,1,1,1,10,1,5,PRI
1,1,1,1,1,10,3,1,10,10,1,1,1,1,1,1,10,1,3,PRI
1,1,1,1,1,10,3,1,10,10,1,1,1,1,1,1,10,1,1,PRI
1,1,1,1,1,3,3,1,10,10,1,1,1,1,1,1,10,1,1,PRI
1,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,4,1,1,2,2,1,1,1,1,1,1,5,1,1,PRI
1,1,1,1,1,10,1,6,10,8,1,10,1,6,1,1,10,1,6,PRI
1,1,1,1,1,10,1,10,10,10,1,1,1,1,1,1,10,1,1,PRI
1,10,1,1,1,7,10,1,1,1,1,10,1,1,1,1,1,1,1,PRI
5,1,1,1,1,5,1,1,1,1,1,1,1,10,1,1,1,1,10,PRI
3,1,1,1,1,8,1,1,1,10,1,1,1,1,9,1,10,1,1,PRI
10,1,1,1,1,5,1,1,10,5,1,1,1,10,5,5,1,1,1,PRI
1,1,1,1,1,5,1,1,10,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,5,5,5,5,5,1,1,1,1,1,1,5,1,10,PRI
1,1,1,1,1,10,10,10,10,10,10,1,1,1,1,1,10,1,1,PRI
2,2,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,PRI
7,6,7,5,4,6,7,9,9,8,6,4,3,1,4,5,6,5,4,PRI
3,2,1,1,1,7,1,9,8,2,2,8,1,7,2,1,2,1,3,PRI
1,1,1,1,1,1,1,1,7,4,1,1,1,2,1,1,1,1,1,PRI
5,2,8,3,3,5,5,8,8,9,1,8,1,3,9,1,10,3,8,PRI
1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,5,1,1,PRI
1,1,1,1,1,5,5,1,10,10,1,5,1,1,1,1,10,1,10,PRI
1,1,1,1,1,8,3,2,7,8,1,1,1,1,1,1,8,1,3,PRI
1,1,1,1,1,1,5,1,5,5,1,1,1,1,1,1,5,1,5,PRI
1,1,1,1,1,10,5,1,8,8,5,8,1,8,1,1,9,1,7,PRI
1,2,1,1,1,1,1,1,6,5,1,10,1,1,1,1,10,1,1,PRI
1,1,1,1,1,10,1,5,5,10,1,2,1,1,1,1,5,1,1,PRI
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,8,1,5,10,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,5,1,1,5,5,1,1,1,1,1,1,5,1,1,PRI
1,1,1,1,1,10,5,1,10,10,1,1,1,1,1,1,10,1,1,PRI
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,4,1,1,10,10,1,1,1,5,1,1,10,1,1,PRI
1,1,1,1,1,8,1,1,7,3,1,2,1,5,2,1,1,1,1,PRI
6,3,2,1,1,2,1,1,6,1,1,1,1,2,1,1,1,1,1,PRI
1,1,1,1,1,2,2,1,2,3,1,1,1,5,2,1,1,1,1,PRI
1,1,1,1,1,5,1,1,6,10,1,6,1,7,5,1,6,1,1,PRI
4,4,1,6,4,10,8,10,10,10,10,10,1,5,2,1,10,8,5,PRI
1,1,1,1,1,1,1,1,6,6,1,1,1,10,1,6,6,1,1,PRI
10,1,9,1,1,5,5,1,6,1,1,1,1,5,1,1,10,1,5,PRI
1,1,1,1,1,4,10,2,8,1,1,3,1,10,1,1,1,2,5,PRI
1,2,1,1,2,10,1,5,9,10,1,7,1,6,1,1,5,2,5,PRI
1,8,1,1,1,1,1,1,6,1,1,1,1,5,2,1,4,4,1,PRI
1,8,1,2,1,9,5,7,10,9,3,2,1,8,3,1,10,1,1,PRI
10,3,1,1,1,1,5,1,9,9,1,1,1,1,1,1,10,1,1,PRI
3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
1,10,1,1,1,5,1,1,5,5,1,1,1,2,1,1,3,1,1,PRI
10,1,1,1,1,10,10,10,10,10,1,5,1,1,1,1,10,1,1,PRI
1,1,1,1,1,1,1,1,10,10,1,1,1,1,1,1,10,1,1,PRI
1,1,1,1,1,5,5,1,10,10,1,1,1,1,1,1,10,1,10,PRI
1,1,1,1,1,5,1,1,10,10,1,1,1,1,1,1,10,1,5,PRI
1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,PRI
5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,PRI
10,1,1,1,1,5,1,1,1,10,1,1,1,1,1,1,10,1,1,PRI
1,4,1,1,1,1,1,1,2,7,1,1,1,6,1,1,1,1,1,PRI
4,10,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,PRI
6,6,10,10,10,6,10,9,10,8,10,10,10,10,10,10,9,9,10,PRI
6,7,1,1,1,4,1,4,9,8,1,1,1,1,1,1,5,1,10,PRI
5,1,1,1,1,1,1,1,1,5,1,5,1,5,1,9,1,1,1,PRI
1,1,1,1,1,5,5,7,5,1,1,1,1,10,1,1,5,1,10,PRI
10,1,1,1,1,10,10,10,10,5,5,5,1,1,1,1,10,1,1,PRI
1,1,1,1,1,10,1,5,1,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,6,1,6,6,6,1,10,1,1,1,1,6,1,1,PRI
1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,1,PRI
1,1,1,3,5,6,9,9,10,10,1,8,1,5,5,1,10,5,8,PRI
1,1,1,1,1,1,1,1,10,10,1,1,10,10,1,1,1,1,10,PRI
8,1,1,1,1,5,1,3,5,1,1,3,1,1,1,1,1,1,3,PRI
1,1,5,1,1,10,5,5,5,6,8,8,1,1,5,1,10,1,5,PRI
4,2,1,5,1,10,5,9,10,9,10,8,1,3,1,1,7,1,2,PRI
1,3,1,1,1,6,1,1,8,6,1,10,1,8,1,1,7,1,1,PRI
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
7,1,1,1,1,5,4,1,6,1,1,1,1,4,1,1,1,1,1,PRI
1,1,1,1,1,5,1,1,1,1,1,1,1,8,1,1,1,1,1,PRI
1,1,1,1,1,1,1,1,10,1,1,10,1,5,1,1,1,1,10,PRI
1,2,8,4,2,10,10,10,10,10,10,8,1,6,3,1,5,2,2,PRI
1,1,1,1,1,6,7,1,6,10,1,1,1,5,1,1,10,1,10,PRI
1,1,1,1,1,10,1,1,10,6,1,4,1,1,1,1,3,1,7,PRI
1,1,1,1,1,10,9,10,10,10,6,10,1,1,1,1,1,1,1,PRI
10,1,1,1,1,10,7,7,10,10,1,5,1,1,6,6,10,1,7,PRI
1,1,1,1,1,10,5,10,10,10,1,10,1,1,1,1,10,1,1,PRI
1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,5,1,1,5,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,4,4,10,10,10,10,10,1,6,1,4,1,1,10,1,1,PRI
3,1,1,1,1,1,1,6,1,3,3,1,1,1,1,1,1,1,1,PRI
10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
3,1,1,1,1,5,2,5,5,5,2,1,1,5,1,1,2,1,2,PRI
1,1,1,1,1,1,1,3,7,8,1,1,1,1,1,1,1,1,1,PRI
10,10,1,1,1,8,1,1,1,10,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,1,4,1,5,10,5,1,1,1,1,1,5,1,5,PRI
1,1,1,1,1,10,1,1,5,1,1,1,1,5,1,1,1,1,1,PRI
1,1,1,1,1,5,1,5,5,5,1,10,1,5,1,1,1,1,1,PRI
10,10,1,1,1,7,1,5,5,5,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,5,1,5,2,5,1,3,1,2,1,1,5,1,3,PRI
1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,10,1,1,10,10,1,1,1,6,1,1,10,1,1,PRI
1,1,1,1,1,10,1,1,10,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,4,1,1,PRI
10,10,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,PRI
1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,PRI
2,1,1,1,1,5,9,9,2,1,1,1,1,5,1,1,1,1,3,PRI
10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,5,1,1,5,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,4,4,5,5,7,1,1,1,3,1,1,3,1,1,PRI
1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,PRI
3,3,3,3,3,3,3,3,8,3,3,3,3,8,3,3,8,3,3,PRI
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,PRI
1,1,1,1,1,10,1,1,10,10,1,1,1,1,1,1,1,1,1,PRI
10,1,1,10,10,10,10,10,10,10,10,10,1,10,10,10,10,10,1,PRI
1,10,6,10,1,10,1,1,1,1,1,1,1,1,1,10,1,1,1,PRI
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,6,1,1,4,7,1,1,1,1,1,1,4,1,1,PRI
7,5,3,5,6,8,10,10,9,7,10,10,10,8,9,8,6,4,2,PRI
6,3,2,4,3,10,10,10,5,7,10,10,10,5,5,7,6,10,8,PRI
1,10,1,1,1,10,10,3,10,10,5,10,1,5,1,1,10,1,1,PRI
6,1,1,1,1,2,1,2,7,8,1,10,1,3,3,8,1,1,3,PRI
10,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,PRI
1,10,1,1,1,10,10,1,10,10,1,10,1,2,1,1,10,1,1,PRI
1,10,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,PRI
1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
1,10,1,1,1,5,5,9,8,7,1,10,1,8,1,1,1,1,1,PRI
1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,10,PRI
1,10,1,1,1,10,10,10,10,10,1,1,1,10,10,1,5,10,10,PRI
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,1,1,1,10,10,1,10,1,1,1,1,1,1,1,PRI
1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,10,1,1,10,1,1,1,1,5,1,1,6,1,3,PRI
1,1,1,1,1,10,1,1,10,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,5,1,1,5,5,1,5,1,5,1,1,1,1,1,PRI
1,1,1,1,1,4,1,1,6,1,1,1,1,1,1,1,1,1,1,PRI
10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
3,1,1,1,1,2,4,1,1,4,1,1,1,8,1,1,5,1,10,PRI
1,1,1,10,1,5,1,1,6,10,1,7,1,1,1,10,5,1,1,PRI
5,5,1,1,1,3,1,1,9,5,1,1,1,9,1,1,10,1,7,PRI
1,1,1,1,1,10,10,10,10,10,10,10,1,1,1,1,5,1,1,PRI
10,10,1,1,1,7,1,1,1,8,1,10,1,1,1,1,1,1,1,PRI
3,2,1,3,1,6,2,1,1,3,1,1,1,2,1,1,1,1,1,PRI
1,1,1,1,1,1,4,1,10,10,1,1,1,5,1,1,1,1,1,PRI
4,9,1,9,1,10,1,5,5,5,1,1,1,2,1,1,8,1,3,PRI
10,4,1,1,1,2,1,1,10,10,1,1,1,1,1,1,10,1,1,PRI
1,2,1,1,1,6,1,6,6,1,1,1,1,1,1,1,5,1,1,PRI
1,1,1,1,1,8,1,1,10,1,7,6,1,1,1,1,8,1,1,PRI
1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,1,1,1,5,PRI
1,1,1,1,1,5,1,1,10,1,1,5,1,5,1,1,1,1,5,PRI
10,6,2,1,1,10,9,10,10,10,2,2,1,1,1,1,10,1,1,PRI
10,1,1,3,3,10,6,6,10,5,1,1,1,5,1,1,1,1,1,PRI
10,1,1,1,1,10,10,10,10,10,1,10,1,4,1,1,10,1,1,PRI
10,1,1,1,1,10,1,6,10,10,1,1,1,1,1,1,10,1,6,PRI
5,7,3,3,1,6,8,1,8,8,1,3,3,6,5,2,8,5,7,PRI
1,1,1,1,1,5,1,1,8,1,1,3,1,3,1,1,1,1,1,PRI
1,1,1,1,1,5,1,1,6,1,1,1,1,1,1,1,1,1,5,PRI
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,2,5,5,1,4,5,1,5,1,5,2,1,5,1,5,PRI
1,5,1,1,1,5,1,5,7,9,1,9,1,1,1,1,1,1,5,PRI
5,8,3,5,4,6,2,1,7,8,2,2,3,2,3,3,7,2,8,PRI
1,1,1,1,1,10,6,1,5,1,1,1,1,1,1,1,3,1,1,PRI
1,1,1,1,1,10,1,1,1,1,1,1,1,8,1,1,1,1,1,PRI
1,1,1,1,1,10,1,10,1,1,1,1,1,1,1,1,1,1,1,PRI
1,10,10,10,1,10,1,1,10,10,1,10,1,10,1,1,10,1,10,PRI
1,1,1,1,1,1,1,1,10,10,1,1,1,1,1,1,10,1,1,PRI
5,5,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,10,6,5,5,5,1,10,1,1,8,2,3,8,1,PRI
10,1,1,1,1,1,1,1,1,1,10,1,1,1,1,10,1,3,10,PRI
4,4,1,1,4,1,1,1,1,7,5,9,1,1,1,1,10,1,1,PRI
10,1,1,1,1,6,1,1,10,10,1,10,1,1,1,1,10,1,1,PRI
1,6,1,1,1,5,1,1,10,10,1,1,1,5,1,1,1,1,5,PRI
1,5,5,4,5,10,7,7,9,8,10,6,1,1,1,1,6,1,6,PRI
1,1,1,1,1,5,1,1,10,5,1,1,1,1,1,1,5,1,1,PRI
1,1,1,1,1,10,10,10,10,10,1,10,1,3,1,1,10,1,10,PRI
10,1,10,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,4,1,9,10,1,1,1,1,5,1,9,9,1,1,PRI
8,5,1,1,1,10,5,8,10,5,5,10,1,1,1,1,5,1,10,PRI
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,10,10,10,10,10,1,1,1,1,1,1,10,1,1,PRI
1,1,1,1,1,10,10,10,10,10,1,10,1,5,1,1,10,1,10,PRI
5,1,1,1,5,10,10,10,10,5,1,10,1,5,1,1,10,1,1,PRI
1,1,1,1,1,10,10,10,10,10,1,10,1,1,1,1,10,1,1,PRI
1,1,1,1,1,10,10,1,10,10,1,1,1,6,1,1,6,1,10,PRI
1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
1,3,1,1,1,5,5,1,1,2,1,1,1,1,1,1,1,1,1,PRI
1,10,1,1,1,10,10,1,10,10,8,1,1,1,1,1,10,1,1,PRI
1,1,1,1,1,5,1,1,10,1,1,10,1,1,1,1,1,1,1,PRI
1,1,1,1,1,1,1,1,10,10,1,1,1,1,1,1,1,1,1,PRI
1,5,5,1,1,10,10,10,10,10,10,10,10,1,1,1,10,1,10,PRI
1,1,1,1,1,10,1,10,1,1,10,1,1,1,1,10,10,1,5,PRI
1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,5,1,1,10,10,1,1,1,1,1,1,1,10,1,PRI
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
1,5,1,1,1,5,5,3,3,5,1,1,1,1,1,1,1,1,1,PRI
1,1,1,3,1,6,1,6,5,5,1,1,1,5,1,1,1,1,9,PRI
6,5,5,1,5,8,8,7,10,10,1,1,2,7,3,1,4,1,5,PRI
1,1,1,1,1,10,6,1,1,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,PRI
1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,5,1,1,PRI
1,1,1,1,1,10,5,5,10,5,1,1,1,1,1,1,10,1,1,PRI
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,9,1,1,8,10,1,1,1,1,1,1,1,1,1,PRI
7,1,1,1,1,5,1,5,8,1,1,10,1,1,1,1,1,1,5,PRI
1,1,1,1,1,5,1,1,9,10,1,1,1,5,1,1,1,1,1,PRI
1,1,1,1,1,10,10,10,10,10,1,10,1,1,1,1,10,1,1,PRI
10,1,1,1,1,1,1,1,10,10,1,1,1,10,1,1,10,1,1,PRI
10,1,1,1,1,10,1,10,10,10,1,6,1,1,1,1,10,1,10,PRI
1,1,1,1,1,10,1,1,1,10,1,1,1,1,1,1,1,1,1,PRI
10,1,1,1,1,1,1,1,5,1,1,1,1,5,1,1,1,1,1,PRI
1,1,1,1,1,8,1,2,8,6,1,6,1,1,1,1,1,1,1,PRI
5,10,1,5,1,5,5,1,5,5,5,5,1,1,5,1,1,1,1,PRI
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,5,1,1,10,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,8,9,7,9,6,1,9,1,5,5,1,9,1,1,PRI
10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
10,10,1,1,1,10,10,10,10,1,1,1,1,1,1,1,10,1,1,PRI
1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
1,1,1,1,1,10,10,10,10,10,1,10,1,1,1,1,10,1,1,PRI
10,1,1,1,1,10,5,10,10,1,1,10,1,5,1,1,1,1,5,PRI
1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,PRI
1,1,1,1,1,5,1,1,5,1,1,1,1,9,1,1,1,1,6,PRI
8,5,8,3,8,3,4,5,7,8,10,10,8,5,5,10,8,4,8,PRI
10,1,10,10,10,10,1,1,10,10,1,10,1,1,1,1,10,1,1,PRI
1,1,1,1,1,1,1,1,10,10,1,10,1,1,1,1,10,1,10,PRI
1,1,1,1,1,10,10,5,10,10,1,10,1,1,1,1,5,1,1,PRI
1,1,1,1,1,5,1,1,5,1,1,1,1,7,1,1,1,1,1,PRI
1,1,1,1,1,10,1,9,5,10,1,10,1,1,1,1,5,5,10,PRI
1,1,1,1,1,9,1,1,10,1,1,1,1,1,1,1,1,1,1,PRI
1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PRI
10,1,10,10,10,10,1,10,10,10,1,10,1,1,1,1,10,1,10,PRI
5,2,1,4,2,10,2,1,5,10,5,5,1,2,2,1,6,1,1,PRI
